,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,posting_month_name,is_senior,is_remote_friendly,is_llm_role,salary_tier,python_skill,cpp_skill,sql_skill,data_analysis_skill,cybersecurity_skill,statistics_skill,math_skill,nlp_skill,cv_skill,deep_learning_skill,ros_skill,cuda_skill,research_skill,comm_skill,leadership_skill
861,ML Engineer,AI Engineering,Senior (6-9 yrs),7,PhD,336000.0,120000,280000,New York,USA,Fully Remote,Enterprise (5000+),Research,TensorFlow|PyTorch|Kubernetes|Python|SQL|MLOps|Linux,10.9,97,54.2,8.9,2026,2,February,Yes,Yes,No,Elite (>$300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
862,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),6,Bootcamp/Self-taught,160000.0,160000,300000,Beijing,China,On-site,Startup (1-50),Technology,Vision-Language Models|PyTorch|APIs|Linux|Research|Problem Solving,16.3,90,18.5,8.6,2026,2,February,Yes,No,No,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
863,Data Engineer (AI),Data Engineering,Entry (0-2 yrs),5,Bachelor's,216000.0,130000,220000,San Francisco,USA,Fully Remote,Big Tech (FAANG+),Energy,ETL|Python|SQL|dbt|Communication|SQL|Cloud,17.8,88,13.1,8.1,2026,2,February,No,Yes,No,Senior ($200-300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
864,RAG Engineer,AI Engineering,Mid (3-5 yrs),7,PhD,167000.0,145000,280000,London,UK,Hybrid,Mid-size (501-5000),Retail,Search Systems|Python|Embeddings|Research|Leadership,3.5,94,46.0,9.8,2025,5,May,No,Yes,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
865,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),7,Bootcamp/Self-taught,194000.0,160000,300000,Singapore,Singapore,Hybrid,Mid-size (501-5000),Energy,Fine-tuning|PyTorch|APIs|Research,12.5,90,24.6,6.4,2026,3,March,Yes,Yes,No,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
866,AI Compliance Manager,Governance,Entry (0-2 yrs),7,Master's,100000.0,100000,200000,Toronto,Canada,Fully Remote,SME (51-500),Energy,Legal Knowledge|Auditing|Documentation|EU AI Act|Risk Management|Statistics|Research,16.4,68,7.6,9.2,2026,2,February,No,Yes,No,Entry (<$100k),No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
867,LLM Engineer,AI Engineering,Entry (0-2 yrs),5,Associate's,160000.0,160000,300000,London,UK,Hybrid,Startup (1-50),Automotive,LLM APIs|Fine-tuning|Vector DBs|Python|Prompt Engineering|Research|Linux|Communication,3.7,98,86.2,9.7,2026,2,February,No,Yes,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
868,AI Engineer,AI Engineering,Mid (3-5 yrs),6,Master's,126000.0,100000,250000,Sydney,Australia,Fully Remote,SME (51-500),Technology,Docker|LLM Integration|Python|Git,8.1,95,31.8,9.4,2025,12,December,No,Yes,No,Mid ($100-150k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
869,AI Security Engineer,Security,Lead (10+ yrs),3,Bootcamp/Self-taught,208000.0,140000,260000,Sydney,Australia,Fully Remote,Enterprise (5000+),Finance,Risk Analysis|Red Teaming|Python|ML Security|Cybersecurity|Leadership,9.9,80,14.6,6.4,2025,12,December,Yes,Yes,No,Senior ($200-300k),Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
870,NLP Engineer,AI Engineering,Senior (6-9 yrs),4,Master's,216000.0,145000,290000,Tokyo,Japan,Hybrid,Mid-size (501-5000),Retail,LLMs|BERT|Text Processing|Linux|Communication|Statistics,9.9,91,38.1,8.6,2025,1,January,Yes,Yes,No,Senior ($200-300k),No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
871,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),7,Master's,324000.0,141000,270000,San Francisco,USA,Hybrid,Enterprise (5000+),Government,CUDA|GPU Computing|Neural Networks|PyTorch|Python|SQL|Problem Solving,9.3,89,14.7,7.0,2025,11,November,Yes,Yes,No,Elite (>$300k),Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
872,LLM Engineer,AI Engineering,Entry (0-2 yrs),3,Bachelor's,160000.0,160000,300000,Singapore,Singapore,Hybrid,Mid-size (501-5000),Technology,Python|RAG|Fine-tuning|Vector DBs|LLM APIs|Problem Solving|Agile|Research,3.1,98,71.4,8.9,2026,3,March,No,Yes,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
873,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),9,Bootcamp/Self-taught,179000.0,141000,270000,Paris,France,Hybrid,Big Tech (FAANG+),Media,Neural Networks|GPU Computing|CUDA|Python|Communication|Leadership|Cloud,9.3,89,19.1,7.8,2026,3,March,No,Yes,No,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes
874,AI Agent Developer,AI Engineering,Entry (0-2 yrs),6,PhD,229000.0,155000,290000,Remote,Global,On-site,Big Tech (FAANG+),Automotive,LangChain|AutoGen|Tool Use|Python|APIs|Planning Systems|Problem Solving,17.4,96,24.7,9.3,2026,2,February,No,No,Yes,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
875,AI Solutions Architect,Architecture,Mid (3-5 yrs),7,Bootcamp/Self-taught,213000.0,180000,320000,Dubai,UAE,Hybrid,Big Tech (FAANG+),Manufacturing,Leadership|ML|Cloud|Research,11.1,84,28.9,7.8,2026,3,March,No,Yes,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
876,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),6,Bootcamp/Self-taught,307000.0,180000,312000,Austin,USA,Hybrid,Enterprise (5000+),Healthcare,LLM Fine-tuning|Distributed Systems|PyTorch|Git|Cloud,9.8,96,25.3,9.6,2025,10,October,Yes,Yes,No,Elite (>$300k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
877,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),7,PhD,253000.0,180000,312000,Zurich,Switzerland,Hybrid,Startup (1-50),Manufacturing,LLM Fine-tuning|System Design|Distributed Systems|Research|SQL,13.1,96,15.2,8.2,2025,6,June,Yes,Yes,No,Senior ($200-300k),No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
878,AI Ethics Officer,Governance,Entry (0-2 yrs),10,Bachelor's,177000.0,110000,210000,San Francisco,USA,On-site,Big Tech (FAANG+),Healthcare,Ethics Frameworks|Communication|Risk Assessment|Research,9.4,72,26.2,7.8,2025,3,March,No,No,No,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
879,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),10,Bachelor's,125000.0,125000,240000,Beijing,China,On-site,Mid-size (501-5000),Government,Python|C++|Computer Vision|ROS|Linux,17.4,76,18.6,9.5,2026,1,January,Yes,No,No,Mid ($100-150k),Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
880,AI Ethics Officer,Governance,Senior (6-9 yrs),4,Associate's,159000.0,110000,210000,Seattle,USA,On-site,Startup (1-50),Consulting,AI Policy|Ethics Frameworks|Research|Linux|Research|Git,9.9,72,7.0,9.3,2026,1,January,Yes,No,No,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
881,AI Solutions Architect,Architecture,Mid (3-5 yrs),13,Master's,344000.0,180000,320000,New York,USA,Fully Remote,Big Tech (FAANG+),Retail,Python|Leadership|ML|SQL|Problem Solving|Research,16.3,84,21.3,9.3,2026,2,February,No,Yes,No,Elite (>$300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes
882,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),10,Master's,149000.0,125000,240000,Toronto,Canada,Hybrid,Mid-size (501-5000),Finance,Control Systems|Simulation|Python|Computer Vision|C++|ROS|Agile|Problem Solving|Research,15.3,76,29.0,9.0,2026,1,January,No,Yes,No,Mid ($100-150k),Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No
883,AI Ethics Officer,Governance,Entry (0-2 yrs),5,Master's,144000.0,110000,210000,Los Angeles,USA,Hybrid,Mid-size (501-5000),Media,Ethics Frameworks|Research|AI Policy|Statistics,12.0,72,22.1,6.3,2026,1,January,No,Yes,No,Mid ($100-150k),No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
884,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),8,Associate's,232000.0,150000,295000,Singapore,Singapore,Fully Remote,Enterprise (5000+),Retail,Fine-tuning|GenAI APIs|Diffusion Models|Deployment|Cloud,12.4,95,69.4,7.7,2026,1,January,Yes,Yes,Yes,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
885,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),4,Associate's,140000.0,140000,270000,Berlin,Germany,Hybrid,Mid-size (501-5000),Technology,Kubernetes|Distributed Systems|CUDA|Networking|Cloud|SQL|Statistics|Leadership,12.4,85,11.9,6.2,2025,10,October,No,Yes,No,Mid ($100-150k),No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes
886,AI Product Manager,Product,Senior (6-9 yrs),8,Bootcamp/Self-taught,145000.0,140000,260000,Singapore,Singapore,Hybrid,Startup (1-50),Technology,Product Strategy|Data Analysis|Stakeholder Mgmt|Statistics|Git,15.0,85,23.3,8.5,2026,1,January,Yes,Yes,No,Mid ($100-150k),No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
887,Data Scientist,Data Science,Lead (10+ yrs),2,Associate's,216000.0,138000,195000,Seattle,USA,Fully Remote,Startup (1-50),Consulting,Statistics|SQL|Data Visualization|Research|Cloud|SQL,4.2,92,16.7,8.7,2025,4,April,Yes,Yes,No,Senior ($200-300k),No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No
888,AI Product Manager,Product,Mid (3-5 yrs),9,Bachelor's,140000.0,140000,260000,Berlin,Germany,Fully Remote,Startup (1-50),Healthcare,AI Literacy|Agile|Data Analysis|Statistics|SQL|Leadership,15.6,85,22.5,6.2,2025,6,June,No,Yes,No,Mid ($100-150k),No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes
889,Deep Learning Engineer,AI Engineering,Senior (6-9 yrs),8,Bootcamp/Self-taught,216000.0,141000,270000,Chicago,USA,On-site,Mid-size (501-5000),Research,Neural Networks|TensorFlow|Python|Git|Research,3.9,89,19.9,6.2,2025,12,December,Yes,No,No,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
890,AI Business Analyst,Business,Mid (3-5 yrs),5,Bachelor's,95000.0,95000,180000,Singapore,Singapore,On-site,Startup (1-50),Finance,Communication|Python|Data Visualization|SQL|Problem Solving,11.5,78,28.4,9.3,2026,3,March,No,No,No,Entry (<$100k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
891,RAG Engineer,AI Engineering,Entry (0-2 yrs),6,Associate's,145000.0,145000,280000,Paris,France,Hybrid,Startup (1-50),Manufacturing,Vector DBs|LLMs|LangChain|Statistics|Problem Solving|Communication,5.4,94,18.3,7.5,2025,7,July,No,Yes,Yes,Mid ($100-150k),No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
892,AI Ethics Officer,Governance,Entry (0-2 yrs),10,Bachelor's,110000.0,110000,210000,Bangalore,India,Fully Remote,Big Tech (FAANG+),Research,AI Policy|Research|Ethics Frameworks|Risk Assessment|Communication|Agile|SQL,18.0,72,17.5,8.6,2025,4,April,No,Yes,No,Mid ($100-150k),No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No
893,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),5,PhD,360000.0,160000,300000,Los Angeles,USA,Hybrid,Big Tech (FAANG+),Healthcare,Python|Fine-tuning|Vision-Language Models|Research|Cloud,8.1,90,9.0,7.3,2025,8,August,Yes,Yes,No,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
894,Deep Learning Engineer,AI Engineering,Senior (6-9 yrs),5,Master's,229000.0,141000,270000,Sydney,Australia,Hybrid,Mid-size (501-5000),Automotive,Python|Neural Networks|TensorFlow|CUDA|GPU Computing|Linux|Problem Solving|Communication,9.0,89,6.7,8.8,2025,1,January,Yes,Yes,No,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
895,AI Agent Developer,AI Engineering,Senior (6-9 yrs),6,Master's,170000.0,155000,290000,Amsterdam,Netherlands,Hybrid,Startup (1-50),Government,Planning Systems|AutoGen|LangChain|Python|APIs|Tool Use|Cloud,15.9,96,60.0,6.0,2026,2,February,Yes,Yes,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
896,AI Solutions Architect,Architecture,Lead (10+ yrs),8,PhD,384000.0,180000,320000,Toronto,Canada,On-site,Big Tech (FAANG+),Technology,Cloud|Leadership|Python|Linux|Cloud,16.4,84,15.5,9.1,2025,1,January,Yes,No,No,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
897,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),3,PhD,307000.0,140000,270000,Austin,USA,On-site,Enterprise (5000+),Finance,Distributed Systems|Networking|Cloud|CUDA|Storage|Research,11.4,85,9.1,8.7,2026,1,January,Yes,No,No,Elite (>$300k),No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
898,Deep Learning Engineer,AI Engineering,Entry (0-2 yrs),5,Associate's,141000.0,141000,270000,Amsterdam,Netherlands,Hybrid,SME (51-500),Consulting,TensorFlow|GPU Computing|Python|Problem Solving|Research|SQL,3.7,89,7.7,6.4,2026,3,March,No,Yes,No,Mid ($100-150k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
899,Data Engineer (AI),Data Engineering,Entry (0-2 yrs),6,Associate's,130000.0,130000,220000,Toronto,Canada,Hybrid,Big Tech (FAANG+),Education,Feature Stores|Airflow|Spark|Python|dbt|ETL|SQL|Statistics|Communication,16.1,88,20.1,6.8,2026,2,February,No,Yes,No,Mid ($100-150k),Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No
900,RAG Engineer,AI Engineering,Lead (10+ yrs),4,Master's,336000.0,145000,280000,Austin,USA,On-site,Big Tech (FAANG+),Healthcare,LLMs|Python|Search Systems|LangChain|Embeddings|Research,4.2,94,30.6,7.1,2025,4,April,Yes,No,Yes,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
901,Senior Data Scientist,Data Science,Senior (6-9 yrs),12,Bachelor's,177000.0,157000,218000,Austin,USA,Hybrid,Startup (1-50),Manufacturing,Leadership|Advanced Statistics|Deep Learning|Causal Inference|Python|Cloud,8.0,90,22.5,8.6,2026,3,March,Yes,Yes,No,Upper-Mid ($150-200k),Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
902,AI Engineer,AI Engineering,Mid (3-5 yrs),7,Bachelor's,125000.0,100000,250000,Austin,USA,Fully Remote,Startup (1-50),Research,LLM Integration|Docker|Python|Cloud (AWS/GCP/Azure)|PyTorch|Statistics|Linux,10.4,95,67.4,6.2,2026,1,January,No,Yes,No,Mid ($100-150k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
903,AI Security Engineer,Security,Senior (6-9 yrs),9,Bachelor's,270000.0,140000,260000,Seattle,USA,Hybrid,Enterprise (5000+),Education,Cybersecurity|Risk Analysis|ML Security|Problem Solving|Communication|Research,12.0,80,19.6,8.3,2025,2,February,Yes,Yes,No,Senior ($200-300k),No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No
904,Multimodal AI Engineer,AI Engineering,Entry (0-2 yrs),9,Bootcamp/Self-taught,190000.0,160000,300000,San Francisco,USA,Fully Remote,SME (51-500),Research,Python|APIs|Vision-Language Models|PyTorch|Fine-tuning|Problem Solving,10.2,90,28.6,6.1,2025,12,December,No,Yes,No,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
905,Robotics Engineer (AI),Robotics,Lead (10+ yrs),4,Bootcamp/Self-taught,137000.0,125000,240000,Berlin,Germany,Fully Remote,Startup (1-50),Media,ROS|Computer Vision|Control Systems|Simulation|SQL|Statistics|Cloud,17.7,76,15.4,9.7,2025,1,January,Yes,Yes,No,Mid ($100-150k),No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No
906,LLM Engineer,AI Engineering,Mid (3-5 yrs),8,Bachelor's,193000.0,160000,300000,London,UK,Hybrid,Enterprise (5000+),Government,Fine-tuning|Vector DBs|Python|LLM APIs|Prompt Engineering|RAG|SQL|Research,4.4,98,37.4,8.9,2026,3,March,No,Yes,Yes,Upper-Mid ($150-200k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
907,Prompt Engineer,AI Engineering,Senior (6-9 yrs),4,Associate's,109000.0,90000,200000,Singapore,Singapore,Fully Remote,Startup (1-50),Retail,LLM APIs|Documentation|NLP|Prompt Design|Git|Problem Solving,4.8,82,24.6,8.5,2026,3,March,Yes,Yes,Yes,Mid ($100-150k),No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
908,AI Product Manager,Product,Senior (6-9 yrs),8,Master's,175000.0,140000,260000,Tokyo,Japan,Hybrid,Mid-size (501-5000),Research,Product Strategy|Agile|Stakeholder Mgmt|Data Analysis|AI Literacy|Communication,16.2,85,7.1,8.3,2026,2,February,Yes,Yes,No,Upper-Mid ($150-200k),No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
909,NLP Engineer,AI Engineering,Senior (6-9 yrs),7,Master's,348000.0,145000,290000,Los Angeles,USA,Fully Remote,Big Tech (FAANG+),Automotive,Transformers|BERT|Python|Text Processing|LLMs|Hugging Face|Agile,3.2,91,65.3,6.3,2026,2,February,Yes,Yes,No,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
910,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),8,Bachelor's,300000.0,160000,300000,Dubai,UAE,Fully Remote,Enterprise (5000+),Manufacturing,PyTorch|APIs|Fine-tuning|Vision-Language Models|Problem Solving|Agile|Research,12.0,90,22.8,8.7,2026,3,March,Yes,Yes,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
911,AI Compliance Manager,Governance,Senior (6-9 yrs),10,Master's,137000.0,100000,200000,Toronto,Canada,Fully Remote,SME (51-500),Automotive,Legal Knowledge|Auditing|Documentation|Risk Management|Cloud,9.3,68,9.4,7.1,2025,12,December,Yes,Yes,No,Mid ($100-150k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
912,AI Engineer,AI Engineering,Senior (6-9 yrs),4,Associate's,100000.0,100000,250000,Bangalore,India,Hybrid,Mid-size (501-5000),Government,PyTorch|LLM Integration|Docker|Problem Solving|Cloud,12.5,95,23.2,9.5,2025,5,May,Yes,Yes,No,Entry (<$100k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
913,Senior Data Scientist,Data Science,Entry (0-2 yrs),6,PhD,157000.0,157000,218000,London,UK,Fully Remote,Mid-size (501-5000),Manufacturing,Python|Causal Inference|Advanced Statistics|Leadership|Deep Learning|Git|Agile,4.5,90,25.2,7.7,2026,3,March,No,Yes,No,Upper-Mid ($150-200k),Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
914,AI Compliance Manager,Governance,Entry (0-2 yrs),4,Bachelor's,100000.0,100000,200000,Zurich,Switzerland,Fully Remote,SME (51-500),Manufacturing,Auditing|Documentation|EU AI Act|Legal Knowledge|Git,12.5,68,27.9,8.1,2025,4,April,No,Yes,No,Entry (<$100k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
915,Data Engineer (AI),Data Engineering,Lead (10+ yrs),4,Associate's,156000.0,130000,220000,Berlin,Germany,Fully Remote,SME (51-500),Consulting,ETL|Feature Stores|Airflow|Python|dbt|Communication|Linux,14.8,88,22.3,7.6,2025,12,December,Yes,Yes,No,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
916,Senior Data Scientist,Data Science,Lead (10+ yrs),11,Bootcamp/Self-taught,200000.0,157000,218000,London,UK,Fully Remote,Enterprise (5000+),Retail,Leadership|Causal Inference|ML|Python|Deep Learning|Advanced Statistics|Git,7.5,90,6.2,8.9,2026,1,January,Yes,Yes,No,Upper-Mid ($150-200k),Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
917,AI Solutions Architect,Architecture,Entry (0-2 yrs),14,PhD,180000.0,180000,320000,Tokyo,Japan,Hybrid,Startup (1-50),Finance,System Design|Enterprise Architecture|Cloud|Linux|Problem Solving,11.2,84,21.6,9.6,2025,1,January,No,Yes,No,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
918,RAG Engineer,AI Engineering,Entry (0-2 yrs),6,Master's,145000.0,145000,280000,Paris,France,Hybrid,SME (51-500),Automotive,Embeddings|Vector DBs|Python|Git,5.4,94,66.8,8.0,2025,12,December,No,Yes,Yes,Mid ($100-150k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
919,AI Engineer,AI Engineering,Lead (10+ yrs),7,Master's,100000.0,100000,250000,Beijing,China,On-site,SME (51-500),Healthcare,Docker|Cloud (AWS/GCP/Azure)|PyTorch|Python|Linux,14.9,95,74.5,6.9,2026,3,March,Yes,No,No,Entry (<$100k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
920,RAG Engineer,AI Engineering,Entry (0-2 yrs),5,PhD,145000.0,145000,280000,Beijing,China,Hybrid,SME (51-500),Media,LLMs|Vector DBs|Search Systems|Python|Cloud|Git,3.2,94,44.0,9.4,2026,2,February,No,Yes,Yes,Mid ($100-150k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
921,ML Engineer,AI Engineering,Lead (10+ yrs),4,Associate's,194000.0,120000,280000,Dubai,UAE,On-site,SME (51-500),Finance,PyTorch|MLOps|Python|Kubernetes|Research,9.0,97,62.1,9.6,2026,1,January,Yes,No,No,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
922,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),9,Bootcamp/Self-taught,125000.0,125000,240000,Tokyo,Japan,On-site,SME (51-500),Healthcare,Control Systems|C++|Computer Vision|Python|ROS|Research|Agile,17.8,76,29.1,9.7,2026,1,January,No,No,No,Mid ($100-150k),Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No
923,AI Research Scientist,Research,Entry (0-2 yrs),6,Associate's,115000.0,115000,280000,Dubai,UAE,On-site,Startup (1-50),Government,Mathematics|Publishing|PyTorch|Research|Python|Statistics,9.8,88,27.2,9.8,2025,6,June,No,No,No,Mid ($100-150k),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
924,AI Agent Developer,AI Engineering,Mid (3-5 yrs),3,Bootcamp/Self-taught,261000.0,155000,290000,New York,USA,On-site,Enterprise (5000+),Retail,APIs|Python|Planning Systems|Cloud|Research,10.4,96,50.4,7.2,2026,2,February,No,No,Yes,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
925,AI Compliance Manager,Governance,Senior (6-9 yrs),4,Master's,240000.0,100000,200000,Boston,USA,Hybrid,Big Tech (FAANG+),Consulting,Legal Knowledge|Risk Management|Auditing|SQL|Leadership|Agile,13.7,68,23.0,8.5,2025,6,June,Yes,Yes,No,Senior ($200-300k),No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
926,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),6,PhD,150000.0,150000,295000,Berlin,Germany,Hybrid,Enterprise (5000+),Research,GenAI APIs|Python|Fine-tuning|Cloud,8.8,95,70.9,8.6,2025,5,May,No,Yes,Yes,Mid ($100-150k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
927,AI Engineer,AI Engineering,Lead (10+ yrs),6,Associate's,100000.0,100000,250000,Bangalore,India,Fully Remote,Startup (1-50),Technology,PyTorch|Docker|LLM Integration|Python|Research,8.2,95,27.3,9.7,2026,1,January,Yes,Yes,No,Entry (<$100k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
928,RAG Engineer,AI Engineering,Mid (3-5 yrs),2,Bachelor's,154000.0,145000,280000,Remote,Global,Hybrid,Startup (1-50),Energy,Search Systems|Vector DBs|Embeddings|LLMs|Research|Leadership,5.8,94,56.3,8.0,2025,3,March,No,Yes,Yes,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
929,Prompt Engineer,AI Engineering,Mid (3-5 yrs),2,Bachelor's,162000.0,90000,200000,Remote,Global,Hybrid,Enterprise (5000+),Media,NLP|Documentation|Prompt Design|LLM APIs|Problem Solving|Leadership,7.5,82,15.5,6.9,2026,1,January,No,Yes,Yes,Upper-Mid ($150-200k),No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
930,AI Agent Developer,AI Engineering,Mid (3-5 yrs),7,Bachelor's,155000.0,155000,290000,Bangalore,India,On-site,Mid-size (501-5000),Healthcare,AutoGen|APIs|LangChain|Python|Tool Use|Planning Systems|Git,9.2,96,20.1,9.2,2026,2,February,No,No,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
931,LLM Engineer,AI Engineering,Lead (10+ yrs),7,PhD,289000.0,160000,300000,Berlin,Germany,Hybrid,Mid-size (501-5000),Retail,Python|LLM APIs|RAG|Research|Cloud|Agile,8.3,98,51.2,7.1,2026,2,February,Yes,Yes,Yes,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
932,MLOps Engineer,ML Operations,Mid (3-5 yrs),6,Bootcamp/Self-taught,212000.0,130000,260000,Seattle,USA,Hybrid,Enterprise (5000+),Automotive,Docker|Cloud|Python|Cloud,15.0,93,49.3,6.1,2026,2,February,No,Yes,No,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
933,AI Business Analyst,Business,Mid (3-5 yrs),2,Bootcamp/Self-taught,123000.0,95000,180000,Amsterdam,Netherlands,Hybrid,Big Tech (FAANG+),Research,Communication|Business Analysis|SQL|Python|Data Visualization|Communication|SQL,12.7,78,5.2,7.4,2025,9,September,No,Yes,No,Mid ($100-150k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
934,AI Research Scientist,Research,Mid (3-5 yrs),5,Bootcamp/Self-taught,152000.0,115000,280000,Zurich,Switzerland,Hybrid,Enterprise (5000+),Consulting,Mathematics|Research|Publishing|Deep Learning|PyTorch|Agile|Cloud,11.0,88,13.3,7.0,2026,2,February,No,Yes,No,Upper-Mid ($150-200k),No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No
